gene	B_Plasma	Endothelial	Epithelial	Fibroblast	Mast	Myeloid	Stromal_other	T_NK
TCEAL8	0.29733008	1.0051442	0.47730172	1.0343332	0.39558777	0.34341028	0.805705	0.2859608
TCEANC	0.105406545	0.08856633	0.038463354	0.06579227	0.04692133	0.042509392	0.059875343	0.0738906
TCEANC2	0.04541644	0.15494065	0.098342806	0.0751	0.020872865	0.06823599	0.039474763	0.04765058
TCEB1	0.45856678	1.1314645	0.6074569	0.6975423	0.5156268	0.6079136	0.83556145	0.45952472
TCEB2	0.8249856	1.3324456	1.5578024	1.3228612	0.7397681	1.3026463	1.1728706	0.8433593
TCEB3	0.16243017	0.3300367	0.24098533	0.273827	0.11238436	0.19283524	0.2647315	0.18056996
TCERG1	0.15914842	0.27852035	0.32367292	0.29606453	0.1270905	0.18469565	0.24029791	0.21422084
TCERG1L	0.0	0.0	0.0	0.007260303	0.0	0.0	0.0	0.0
TCF12	0.09118321	0.42836818	0.2705264	0.34839392	0.09449145	0.22348431	0.18930648	0.097624265
TCF15	0.0	0.019252984	0.0	0.0	0.0	0.0	0.0	0.0
TCF19	0.15696415	0.12680124	0.1785205	0.091550365	0.035840794	0.08123014	0.09387937	0.074908085
TCF20	0.054792993	0.14459631	0.27268493	0.10163514	0.035495367	0.10555001	0.08814514	0.13659
TCF21	0.017041862	0.04680381	0.0035417683	2.8183894	0.01192833	0.016935239	0.39454058	0.0091369245
TCF25	0.5817977	0.7206495	0.5570208	0.67391354	0.40460837	0.49969319	0.6355875	0.45435774
TCF3	0.25930452	0.19295393	0.2198056	0.121001445	0.039537504	0.092927314	0.07598113	0.08373759
TCF4	0.4118889	2.2325175	0.013431265	1.3760015	0.03947251	0.27565047	0.98100096	0.01906607
TCF7	0.119671404	0.09301305	0.071016215	0.09318828	0.16735318	0.07049805	0.34802425	0.73608214
TCF7L1	0.018880282	0.38137874	0.03734842	0.5211028	0.0037950664	0.027579047	0.11956995	0.004519023
TCF7L2	0.012650152	0.33631158	0.61984915	0.4369794	0.013948737	0.28840438	0.21848296	0.016236667
TCFL5	0.018353183	0.13738777	0.061830096	0.071653195	0.0056926	0.050061397	0.069331385	0.020972416
TCHH	0.0018334485	0.0057758954	0.0007019081	0.0098227635	0.0018975332	0.100908704	0.0	0.0016155306
TCHP	0.09131034	0.29105878	0.20909719	0.1956106	0.05429333	0.13949296	0.13113652	0.14584921
TCIRG1	0.20941587	0.29500768	0.2782052	0.25230825	0.08605615	0.6153163	0.20896247	0.21800858
TCL1A	0.491706	0.0077163093	0.00548773	0.005424241	0.009676322	0.015550146	0.0030888743	0.017867846
TCL1B	0.0020710756	0.0	0.0	0.0	0.0	0.0	0.0	0.0002692551
TCL6	0.05705178	0.0	0.0014231966	0.0	0.0	0.0043938668	0.0	0.0017501581
TCN1	0.0037371325	0.0	0.051438954	0.0	0.0	0.0009853188	0.0	0.0020194133
TCN2	0.18714981	1.4016213	0.2160566	0.27440262	0.09403437	0.43664777	0.038430218	0.018006481
TCOF1	0.18497886	0.34601393	0.24401425	0.21088575	0.09372725	0.3473815	0.25431398	0.19390799
TCP1	0.3728524	0.7828972	0.6335431	0.5765465	0.5252257	0.39133367	0.6243203	0.4046201
TCP10	0.0	0.0	0.003722561	0.0	0.0	0.0	0.0	0.0
TCP10L	0.014565764	0.032730073	0.017607713	0.019126285	0.0018975332	0.0044339346	0.010678057	0.004846592
TCP10L2	0.0	0.0	0.0018012392	0.0	0.0	0.0	0.0	0.0
TCP11L1	0.083700076	0.12587252	0.06709748	0.1010898	0.026565464	0.11250672	0.12608208	0.048885543
TCP11L2	0.058958273	0.16749583	0.044657353	0.09097785	0.028142449	0.05401484	0.05682828	0.12067288
TCTA	0.12735286	0.34983543	0.26687694	0.2925469	0.099744335	0.15623102	0.23836158	0.1796975
TCTEX1D1	0.0024507965	0.36361194	0.0006364355	0.010977767	0.27324477	0.07644743	0.010678057	0.0005385102
TCTEX1D2	0.09401232	0.3383446	0.18805444	0.19321924	0.043357797	0.054640416	0.3263458	0.16754302
TCTEX1D4	0.0013179572	0.0	0.024897126	0.0	0.0075901328	0.013301803	0.0	0.0028271787
TCTN1	0.20927277	0.24667451	0.106705226	0.7027423	0.06707547	0.06406966	0.43698496	0.04338265
TCTN2	0.016028216	0.08715332	0.055147946	0.1008154	0.0113852	0.007964636	0.08008543	0.020539807
TCTN3	0.2805393	0.34252685	0.24046904	0.49821275	0.072754286	0.20618565	0.33238217	0.22372386
TDG	0.22731066	0.3189706	0.33789113	0.30081734	0.29508966	0.256441	0.29987448	0.33028817
TDGF1	0.0045446837	0.25341836	0.2837535	0.004332698	0.0	0.0014436825	0.0	0.0013462756
TDO2	0.009989635	0.020743921	0.0015911697	1.0831885	0.011136068	0.0030812402	0.52380764	0.0037916088
TDP1	0.119572096	0.0922758	0.118298285	0.06908494	0.06284294	0.12321476	0.044186935	0.18641968
TDP2	0.09163287	0.26273444	0.9578791	0.19455984	0.17722824	0.14608437	0.15946874	0.1785854
TDRD1	0.0	0.0	0.013929583	0.0	0.0	0.0	0.0	0.0
TDRD10	0.000941398	0.27574202	0.0	0.014520606	0.0056926	0.035964135	0.0	0.00013462755
TDRD12	0.0032007531	0.0	0.0	0.0	0.0	0.0034486155	0.0	0.0017501581
TDRD15	0.0030124735	0.0	0.0	0.0	0.0151802655	0.0	0.0	0.0002692551
TDRD3	0.09493101	0.2595018	0.22612762	0.23737437	0.5522402	0.089732006	0.19369364	0.15015161
TDRD5	0.0	0.0	0.028673852	0.0	0.0	0.0	0.0	0.0
TDRD6	0.0008472582	0.050024528	0.014658152	0.030718727	0.0	0.0024613456	0.0053390283	0.0
TDRD7	0.028693374	0.14528373	0.23742443	0.053552557	0.053019695	0.07303401	0.050698336	0.027462797
TDRD9	0.00028241938	0.0	0.0037896766	0.0	0.0	0.014779781	0.0	0.0002692551
TDRKH	0.037343815	0.17945632	0.045514032	0.0077982727	0.0227704	0.072084226	0.018818818	0.05129581
TDRP	0.0042175506	0.5512272	0.064304896	0.2422145	0.02075551	0.0028152082	0.19585317	0.002088
TEAD1	0.010025129	0.35112986	0.24281967	0.68426496	0.0018975332	0.0068956176	0.6145599	0.0058841654
TEAD2	0.012148344	0.9388805	0.13054702	0.6874408	0.0018975332	0.006176836	0.7670523	0.0035301456
TEAD3	0.009677135	0.016260218	0.26490575	0.53023577	0.0037950664	0.003716668	0.3648385	0.008326836
TEAD4	0.0066389306	0.9934072	0.16966665	0.20894149	0.0072022844	0.005246288	0.21949784	0.0026654487
TEC	0.069643475	0.014744873	0.033709563	0.0058716573	0.09677419	0.072997846	0.051415045	0.008346909
TECPR1	0.11436823	0.6261081	0.17239803	0.09141302	0.037483416	0.16697294	0.1308807	0.16564089
TECPR2	0.073332414	0.2827076	0.113212734	0.18714942	0.038794104	0.099543005	0.12807028	0.041740693
TECR	0.5825545	0.55080783	0.81383735	0.599918	0.26588705	0.30237505	0.7199534	0.5422314
TECTA	0.00056483876	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.0
TEF	0.024048042	0.23984776	0.17758435	0.27845237	0.018415732	0.039626483	0.21399586	0.024293208
TEFM	0.111601464	0.24111505	0.2203455	0.26308197	0.13053621	0.11706744	0.27712053	0.12097016
TEK	0.006973427	2.2925441	0.0016428324	0.069852084	0.0	0.004293804	0.028183047	0.0015430985
TEKT3	0.0029607886	0.009399578	0.0014419167	0.2742254	0.0018975332	0.0041244742	0.048051253	0.0010770204
TEKT4	0.016857577	0.086969316	0.026102804	0.058939274	0.009487666	0.026942266	0.016017085	0.0061928676
TEKT5	0.0	0.0	0.014245769	0.0	0.0	0.0	0.0	0.0
TELO2	0.101434015	0.24507883	0.26802707	0.26524293	0.059876114	0.15410417	0.27369386	0.099752985
TEN1-CDK3	0.0	0.0	0.00036024785	0.0	0.0	0.0	0.0	0.0
TENC1	0.012673043	1.4328758	0.036347385	0.99063474	0.02162842	0.011352654	0.8371179	0.009579846
TENM1	0.0006589786	0.0	0.0	0.011102505	0.0037950664	0.0009853188	0.0	0.0061928676
TENM2	0.0	0.021178283	0.0033623134	0.010676917	0.0	0.0	0.0	0.0
TENM3	0.0006589786	0.003850597	0.0015618048	0.04692752	0.0	0.0	0.34703684	0.0
TENM4	0.0013179572	0.0	0.0023288333	0.063634425	0.0018975332	0.010838506	0.0	0.00040388264
TEP1	0.045284107	0.11254333	0.20371777	0.06922162	0.018915404	0.17046991	0.030559296	0.04528185
TEPP	0.014933202	0.052419577	0.00032669966	0.03145862	0.013282732	0.002463297	0.06824298	0.028620422
TERC	0.00075311837	0.0	0.0025421358	0.0	0.0	0.011823825	0.0	0.004846592
TERF1	0.21151905	0.42539027	0.2775178	0.5241113	0.29736948	0.19513878	0.6050747	0.32852736
TERF2	0.136144	0.2220509	0.17330608	0.16688341	0.06373768	0.14355579	0.1113774	0.09289719
TERF2IP	0.43005934	0.7321657	0.2050335	0.78147435	0.48391336	0.32469907	0.7060465	0.680976
TERT	0.0045341263	0.0	0.031947188	0.0	0.0	0.0004926594	0.0	0.0005385102
TES	0.20645545	0.46433023	0.40343067	0.33312228	0.073610514	0.3150658	0.15331939	0.26030457
TESC	0.09264348	0.8012098	0.08390037	0.031551443	0.5667731	0.47758305	0.38213235	0.17764592
TESK1	0.06730327	0.20480987	0.19770306	0.13342464	0.03161897	0.17135982	0.06998137	0.0870466
TESK2	0.120429546	0.09464937	0.10999364	0.11522963	0.078545295	0.05762159	0.05617981	0.038262043
TESPA1	0.041610755	0.010458545	0.0020522233	0.0068559167	0.8879513	0.037079334	0.015527403	0.4162522
TET1	0.09210357	0.13047591	0.009063311	0.31053635	0.0113852	0.0054942975	0.22716306	0.018121142
TET2	0.056596175	0.16631454	0.16203633	0.17151392	0.14071903	0.57744414	0.08303866	0.07493995
TET3	0.022099726	0.087519445	0.16775478	0.0447401	0.032067392	0.30385518	0.018538294	0.036059275
TEX10	0.09146356	0.17019416	0.13012011	0.20602353	0.09968672	0.10083888	0.11017743	0.08556191
TEX101	0.0	0.0	0.016915847	0.0	0.0	0.0	0.0	0.0
TEX11	0.0021908628	0.0040013758	0.16028392	0.18479562	0.0	0.0018274575	0.0	0.0006731378
TEX12	0.0016945164	0.0	0.0044956678	0.0	0.0	0.0034486155	0.0	0.0020194133
TEX14	0.31833628	0.02136721	0.008715928	0.07335093	0.0470578	0.039012957	0.05576139	0.015535388
TEX2	0.039236233	0.19293526	0.20847628	0.122487746	0.05304064	0.10875934	0.1456528	0.0341797
TEX22	0.047080543	0.010459549	0.0072162263	0.009309181	0.0037950664	0.029862816	0.016017085	0.008546752
TEX26-AS1	0.017221173	0.017103523	0.012232585	0.010869067	0.0018975332	0.011331165	0.010678057	0.012520363
TEX261	0.13909562	0.28630608	0.25599936	0.3356559	0.08774839	0.18140367	0.27886072	0.13771848
TEX264	0.3233542	0.73414576	0.6109543	0.55623794	0.23409268	0.3290388	0.403647	0.37525034
TEX29	0.009732631	0.007043525	0.0024257894	0.07668502	0.0	0.0073898905	0.0053390283	0.002555938
TEX30	0.14430511	0.22089721	0.13612017	0.20606269	0.2522302	0.17174636	0.27383518	0.27937686
TEX41	0.00028241938	0.0	0.0	0.0021353832	0.0	0.0009853188	0.06406834	0.00040388264
TEX9	0.17022456	0.03190998	0.06989221	0.07366422	0.0056655896	0.0045507	0.024903743	0.0057758032
TFAM	0.19177988	0.28164417	0.43002635	0.25634593	0.16796291	0.22670582	0.25205866	0.2441273
TFAP2A	0.0021026663	0.008841372	0.020779451	0.014974604	0.0037950664	0.003941275	1.2056259	0.0013462756
TFAP2A-AS1	0.0	0.0	0.0014409914	0.0	0.0	0.0	0.0	0.0
TFAP2C	0.01480604	0.0019252985	0.042074654	0.12410139	0.0037950664	0.027323129	0.042712227	0.0010770204
TFAP2E	0.012302003	0.0	0.009596505	0.00384369	0.0075901328	0.010733601	0.0053390283	0.0057889847
TFAP4	0.09206052	0.18085925	0.21295694	0.23094283	0.06448885	0.08732489	0.1475346	0.09717287
TFB1M	0.12154611	0.13912544	0.26772097	0.20205973	0.24352099	0.11402682	0.13501728	0.13511811
TFB2M	0.13996318	0.27535596	0.28990203	0.21670091	0.13295591	0.087324195	0.256057	0.13115916
TFCP2	0.07388419	0.20825726	0.20721008	0.2239203	0.13799593	0.26042166	0.23546794	0.12206559
TFCP2L1	0.01114176	0.009386275	0.7356178	0.005579048	0.012148741	0.048407234	0.011963821	0.007371383
TFDP1	0.20082901	0.38727525	0.453593	0.27880153	0.1742436	0.36996567	0.18682098	0.20273007
TFDP2	0.11183068	0.30460277	0.28264904	0.36816883	0.2921491	0.1529887	0.2156606	0.20688663
TFE3	0.06900463	0.3023031	0.13781756	0.31736615	0.043848928	0.2806456	0.267186	0.08293932
TFEB	0.2205843	0.26130843	0.13844654	0.12900452	0.011118552	0.4179854	0.11678171	0.047518898
TFEC	0.06541566	0.005581596	0.0008634947	0.003522999	0.009243977	0.75079125	0.0	0.004367339
TFF1	0.02944214	0.023753654	0.8259646	0.014231487	0.024949295	0.012726413	0.019743333	0.014313686
TFF2	0.0017422115	0.0	0.15309015	0.0	0.0	0.0004926594	0.0	0.00040388264
TFF3	0.17482248	0.31269953	1.5608512	0.12135276	0.17909963	0.09701394	0.10470905	0.11048824
TFG	0.3791639	0.59242624	0.66091883	0.66258055	0.37524787	0.2720776	0.5353406	0.19425873
TFIP11	0.13427879	0.29577893	0.18344758	0.19425447	0.16651098	0.09806837	0.16475321	0.16299362
TFPI	0.01322618	0.6032637	0.02295877	2.1009855	0.023207959	0.01883246	1.3117706	0.007573871
TFPI2	0.014307375	0.07538061	0.0051568374	1.1026361	0.007544309	0.008904741	0.04387663	0.0047665625
TFPT	0.15428212	0.6220319	0.21970755	0.19948551	0.1837652	0.6508089	0.2442735	0.2538679
TFR2	0.01835549	0.017327685	0.019252636	0.017323134	0.0227704	0.013799957	0.010678057	0.02450821
TFRC	0.1415596	0.10569911	0.51272655	0.096936345	0.09813705	0.62161595	0.08109934	0.16535872
TG	0.006495646	0.009626492	0.0047884127	0.015794558	0.0056926	0.0009853188	0.0	0.0017501581
TGDS	0.1430362	0.21773374	0.15647998	0.24837369	0.115934655	0.11339995	0.2305878	0.12618075
TGFA	0.0037063558	0.007862072	0.2559227	0.00128123	0.0227704	0.093356475	0.00909283	0.010269387
TGFB1	0.3848389	0.5968929	0.011953531	0.42115992	0.3474802	0.7570113	0.2123327	0.5850956
TGFB1I1	0.020920195	0.6446249	0.07425515	1.8802906	0.08013052	0.020804046	1.5735152	0.013860551
TGFB2	0.002916746	0.013477089	0.0	0.087770104	0.0	0.016208837	0.41934216	0.0005385102
TGFB3	0.01740159	0.11048263	0.029362628	0.18561363	0.0018975332	0.008272448	0.21276839	0.012251107
TGFBI	0.029601831	0.061379064	0.082999885	1.7164615	0.017213568	1.3508884	0.5152502	0.024897981
TGFBR1	0.06272774	0.28406757	0.12280862	0.22454879	0.17516695	0.41749975	0.21868134	0.15971224
TGFBR2	0.097141825	3.3953795	0.10777721	0.66850454	0.19306731	0.380816	0.8306394	0.19202615
TGFBR3	0.009149625	0.8988992	0.034361776	0.4739447	0.0032844995	0.009163865	0.101348095	0.110226646
TGFBR3L	0.2442414	0.015303052	0.004238092	0.019040752	0.0184905	0.02165748	0.03675393	0.056071445
TGFBRAP1	0.053848427	0.1624	0.19076617	0.11000352	0.032545857	0.12484541	0.07624825	0.06575911
TGIF1	0.1609952	0.32359186	0.52263004	0.43511865	0.38865376	0.4107711	0.35272437	0.32092062
TGIF2	0.2505828	0.22624958	0.04840192	0.113301836	0.25848946	0.14860867	0.1652375	0.2144973
TGM1	0.0016912975	0.009626492	0.011843514	0.0029895366	0.0113852	0.003941275	0.0	0.0029618063
TGM2	0.02789321	0.70266783	0.061354708	0.86993796	0.0050907293	0.18225142	0.107310094	0.0138986735
TGM3	0.0	0.0	0.027125873	0.0	0.0	0.0	0.0	0.0
TGM4	0.0	0.0	0.0012008261	0.0	0.0	0.0	0.0	0.0
TGOLN2	0.21592084	0.63944644	0.5699059	0.46623838	0.28999653	0.63949496	0.36293635	0.32842934
TGS1	0.12622823	0.30542216	0.25206298	0.31914845	0.20071296	0.16385171	0.27075943	0.23846646
TH	0.0	0.0	0.004829046	0.03074952	0.0	0.0	0.0	0.0
THADA	0.08016085	0.19681735	0.13477996	0.22317839	0.048635736	0.13520819	0.068669766	0.19811182
THAP1	0.17117015	0.38183597	0.14075056	0.26091906	0.25200394	0.15950325	0.38316932	0.26501128
THAP10	0.0051467004	0.16106917	0.10323395	0.10152476	0.0151802655	0.039679017	0.08008543	0.010584588
THAP11	0.1780088	0.3341823	0.19337161	0.31950167	0.080933355	0.19793741	0.27075717	0.3635112
THAP2	0.44859365	0.123645924	0.08573668	0.12523274	0.24850011	0.23552334	0.10184253	0.124403544
THAP3	0.1526441	0.3144273	0.16534987	0.41689092	0.078737035	0.091233164	0.34433278	0.12023029
THAP4	0.13470528	0.31384864	0.6089548	0.21872465	0.08626902	0.10050028	0.18550505	0.13935663
THAP5	0.23115453	0.27303076	0.13949876	0.22092853	0.2126264	0.13912992	0.22719254	0.2045483
THAP6	0.118385255	0.1454838	0.12065909	0.2637926	0.1401642	0.12118599	0.21712051	0.17433345
THAP7	0.38059944	0.30694842	0.24009863	0.3962477	0.15769802	0.17179611	0.35773823	0.29418564
THAP7-AS1	0.07305928	0.13178799	0.09679347	0.11178555	0.0223299	0.050629355	0.08871597	0.05591706
THAP8	0.06873683	0.14048956	0.08869401	0.25665355	0.040654004	0.094014004	0.33258766	0.053440157
THAP9	0.04843186	0.06308522	0.058105763	0.04221458	0.008893128	0.035422232	0.016017085	0.018270353
THAP9-AS1	0.20284997	0.438723	0.25545603	0.25032112	0.2714922	0.29689342	0.27370945	0.22889131
THBD	0.01115079	2.4130774	0.0024197812	0.2420842	0.0048618396	0.55128634	0.06682537	0.004787897
THBS1	0.033026364	0.52656317	0.2733085	0.6565786	1.0726678	0.41439712	0.72367054	0.041649293
THBS2	0.0067733196	0.0074465624	0.0012033413	0.4603756	0.0018975332	0.0046884054	0.08032761	0.001211648
THBS3	0.0198071	0.08029785	0.08981288	0.552642	0.013282732	0.03422938	0.21816598	0.0232638
THBS4	0.0	0.0019252985	0.0	0.0055519966	0.0	0.0009853188	0.0053390283	0.00040388264
THEM4	0.14143558	0.21100554	0.14869583	0.16785339	0.10784333	0.0954503	0.12514122	0.33148867
THEM5	0.00018827959	0.0	0.0	0.0	0.018975332	0.0	0.0	0.00013462755
THEM6	0.0916945	0.3348675	0.2822528	0.09386575	0.044491794	0.0675163	0.10917587	0.16115019
THEMIS	0.008271483	0.0032424482	0.002551209	0.003261556	0.004587691	0.008905167	0.0038913477	0.45910174
THEMIS2	0.40757126	0.07138547	0.008074734	0.1362634	0.06663847	0.9146547	0.046744358	0.1308658
THG1L	0.21221928	0.15308045	0.31533882	0.28452218	0.115565404	0.19868195	0.09028085	0.1271077
THNSL1	0.034686428	0.07173848	0.117560916	0.08203173	0.06202325	0.026619053	0.042712227	0.042174924
THNSL2	0.019789023	0.10009892	0.19214866	0.398515	0.0455408	0.042014387	0.45134333	0.0067764795
THOC1	0.10561567	0.27052695	0.17964728	0.249806	0.17717075	0.13092701	0.33031625	0.18126108
THOC2	0.21923083	0.37513453	0.35618275	0.48784947	0.2750353	0.29984084	0.36961308	0.3144596
THOC3	0.16021854	0.37209585	0.47526392	0.3279651	0.15505928	0.13862544	0.23614891	0.2372928
THOC5	0.09431621	0.33878288	0.16520761	0.3292659	0.09207427	0.14749976	0.1756646	0.14425583
THOC6	0.18951263	0.31227204	0.42133784	0.32178906	0.15021572	0.2764085	0.24032097	0.21269897
THOC7	0.2957509	0.5393003	0.63843894	0.50968593	0.31665313	0.5100475	0.46751925	0.40595895
THOP1	0.11415691	0.11921885	0.6452133	0.13339704	0.05510448	0.10607466	0.092962064	0.07725822
THRA	0.037738025	0.3461421	0.36262935	0.5247278	0.07914827	0.04237296	0.6520062	0.13103816
THRAP3	0.3226527	0.6180573	0.42766663	0.52445674	0.2989374	0.3565782	0.41978347	0.47005337
THRB	0.014907597	0.025805503	0.25935435	0.19385488	0.007377993	0.019749817	0.04197258	0.006121977
THRB-AS1	0.0	0.0	0.0113773085	0.0	0.0	0.0	0.0	0.0
THRB-IT1	0.0023438167	0.0052176476	0.08290676	0.018791374	0.0	0.0009853188	0.0	0.00040388264
THSD1	0.006698293	1.0553064	0.005922913	0.01583886	0.0	0.0043612244	0.016017085	0.002423296
THSD4	0.010856136	0.07937625	0.24835725	0.7322094	0.006960424	0.0070763915	0.02651237	0.00564552
THSD7A	0.0038731773	1.3705225	0.014551844	0.019991472	0.0037950664	0.0019706376	0.1177489	0.0006731378
THUMPD1	0.17272583	0.36868572	0.30306464	0.32952693	0.24121168	0.22459151	0.27586922	0.36853832
THUMPD2	0.090324074	0.2693696	0.16475049	0.34378433	0.058052123	0.10306355	0.16825046	0.116540365
THUMPD3	0.14434023	0.24182615	0.30410635	0.33345717	0.17190579	0.17077331	0.23926358	0.15876062
THY1	0.027276937	0.5328327	0.0071833744	2.2704735	0.009357346	0.016612548	1.5613438	0.02601823
THYN1	0.214388	0.6646846	0.4620422	0.65905625	0.36274	0.27907014	0.48853838	0.3564578
TIA1	0.17305905	0.4017426	0.27821255	0.42808247	0.20007746	0.21106812	0.365395	0.1978086
TIAF1	0.005532299	0.013477089	0.008621137	0.009395687	0.0018975332	0.010345847	0.0053390283	0.0033656887
TIAL1	0.29527232	0.40058193	0.31687036	0.35549524	0.15918347	0.29516053	0.22579052	0.33034983
TIAM1	0.03563309	0.22377753	0.029321782	0.011872308	0.24242195	0.38294554	0.00091754587	0.13405748
TIAM2	0.14160386	0.06545705	0.045196746	0.08824296	0.6448215	0.051987205	0.036668047	0.049257696
TICAM1	0.119700454	0.2424175	0.28985974	0.108276404	0.11822683	0.1569779	0.06662244	0.107033186
TICAM2	0.00037655918	0.0	0.0	0.00384369	0.0018975332	0.003941275	0.0053390283	0.00013462755
TICRR	0.0072787437	0.0019252985	0.089798145	0.0024320718	0.0018975332	0.0059119123	0.0	0.002423296
TIE1	0.010407659	2.6482608	0.0089389635	0.014691778	0.147957	0.0133562945	0.021155182	0.010267387
TIFA	0.54097044	0.36065117	0.0665568	0.1202374	0.08329264	0.102568604	0.076942146	0.31045243
TIFAB	0.007998479	0.0018999235	0.0012874402	0.0062944177	0.0	0.5346345	0.004189825	0.0036349439
TIGD1	0.037630312	0.06578935	0.07774625	0.07255919	0.022241548	0.048468035	0.047537934	0.076103546
TIGD2	0.02020507	0.06096046	0.1133494	0.049823	0.009487666	0.046915367	0.026695142	0.02009728
TIGD3	0.13462836	0.01401841	0.021722673	0.0069782767	0.01316174	0.05643027	0.010678057	0.012259452
TIGD4	0.002353495	0.003850597	0.013888701	0.0029895366	0.0056926	0.0009853188	0.0053390283	0.0008077653
TIGD5	0.013019729	0.037541494	0.12623715	0.021403931	0.0018975332	0.029882591	0.0	0.009558557
TIGD6	0.0525295	0.12213192	0.090116054	0.12948455	0.020872865	0.04352305	0.08008543	0.019694077
TIGD7	0.038108297	0.07326485	0.024066215	0.06174271	0.017077798	0.019673401	0.037373196	0.0290092
TIGIT	0.030886065	0.008982114	0.0053652655	0.006061661	0.0072944635	0.011327624	0.0033338163	0.7052205
TIMD4	0.07089457	0.0	0.0037485342	0.0018763052	0.0037950664	0.015800823	0.0	0.03490327
TIMELESS	0.06535447	0.1476154	0.18581383	0.06229852	0.04174573	0.0842957	0.08799715	0.03847372
TIMM10	0.36412835	0.63787663	0.54692954	0.38043025	0.24917625	0.43238872	0.30299082	0.2419492
TIMM10B	0.24190603	0.3123305	0.2860572	0.33198184	0.21570481	0.18345103	0.20547733	0.25234097
TIMM13	0.3300337	0.7575227	1.2654994	0.8083842	0.22017795	0.6191734	0.6046586	0.25087583
TIMM17A	0.3788449	0.4768516	0.57825154	0.43434083	0.31498572	0.3788689	0.37746415	0.25860798
TIMM17B	0.4356087	0.33724472	0.5678135	0.39636636	0.27129507	0.31574383	0.4102706	0.29443407
TIMM21	0.13378066	0.28520828	0.33346385	0.29007694	0.06520081	0.17140369	0.30797306	0.0943604
TIMM22	0.14793238	0.5062414	0.230647	0.5100587	0.15101701	0.12623262	0.30877605	0.23453034
TIMM23	0.15869446	0.30105793	0.34150654	0.24333774	0.16909102	0.24837533	0.19528282	0.15654336
TIMM44	0.20417126	0.27898774	0.39767137	0.3175516	0.10686898	0.15718098	0.2967814	0.1639719
TIMM50	0.18673488	0.45594457	0.48924267	0.40614736	0.10450839	0.2342127	0.3159291	0.17064871
TIMM8A	0.1072961	0.17345473	0.36444935	0.15364686	0.09594166	0.13485111	0.098050326	0.11636845
TIMM8B	0.3358675	0.699005	0.99956065	0.7036823	0.3135555	0.64723796	0.56586474	0.28501964
TIMM9	0.39506283	0.38667476	0.33520806	0.42449048	0.19949342	0.3016269	0.22410816	0.26544106
TIMMDC1	0.22323163	1.0702002	0.50662196	0.6311463	0.22746053	0.25942394	0.62218034	0.20105612
TIMP1	0.62052274	1.5685191	0.30229568	2.373772	1.0858213	1.1036265	1.6683297	0.2842631
TIMP2	0.072494864	0.5772107	0.08611191	1.7499353	0.01879209	0.7514116	0.9881279	0.028180579
TIMP3	0.035586827	1.7248654	0.011162293	1.6921693	0.88035625	0.027698731	3.4162226	0.0144309895
TIMP4	0.003908878	0.018071538	0.08497815	0.2951459	0.0018975332	0.0030125335	1.1552335	0.001809464
TINAG	0.0051327925	0.0035245633	0.48279214	0.004078836	0.0037950664	0.0032633322	0.0	0.0021076698
TINAGL1	0.012432604	2.116065	0.71183264	0.016373536	0.017984608	0.007388425	1.3305175	0.0060327104
TINCR	0.015864452	0.05534398	0.12386223	0.018424354	0.011242667	0.014477848	0.014363529	0.009818775
TINF2	0.30890998	0.4209925	0.1703622	0.34419274	0.32955855	0.23202927	0.41159657	0.3754291
TIPARP	0.23282	0.12656894	0.12648724	0.08327924	0.6613828	0.50550705	0.14037967	0.35666767
TIPARP-AS1	0.02283575	0.0667369	0.1577281	0.032162763	0.036053132	0.08104522	0.013277121	0.06821031
TIPIN	0.22146703	0.2679173	0.29712433	0.25671634	0.15766022	0.24420238	0.15600196	0.2838633
TIPRL	0.1995006	0.40626702	0.3612415	0.3392105	0.30847323	0.27652067	0.27554375	0.25922585
TIRAP	0.08853618	0.08849083	0.0883273	0.09727399	0.01291933	0.0650817	0.10190077	0.04921864
TJAP1	0.12679966	0.31031013	0.12822887	0.24640663	0.06452098	0.11052989	0.16544874	0.12211627
TJP1	0.014462876	1.6933498	0.33343664	0.6491478	0.010470479	0.009037399	0.6059552	0.004458186
TJP2	0.033457197	0.83753896	0.60117507	0.09161097	0.038504846	0.16370697	0.08091523	0.022780161
TJP3	0.013297034	0.007643016	0.82816523	0.004526594	0.011330912	0.005635604	0.0	0.03532605
TK1	0.09945264	0.121343836	0.58104146	0.1317502	0.024317596	0.13229373	0.051507227	0.042017214
TK2	0.10852746	0.28022102	0.11106829	0.27690732	0.12799302	0.33448046	0.18437952	0.06319686
TKT	0.26483458	0.4763199	0.7861872	0.3998295	0.15959461	1.0652121	0.37083042	0.2740412
TKTL1	0.009669763	0.0016752721	0.0	0.0037640736	0.0	0.0061010234	0.010678057	0.05102384
TLCD1	0.08366012	0.060554303	0.3227911	0.15920825	0.014573195	0.017092861	0.057882	0.038446546
TLCD2	0.00017890659	0.003850597	0.08058898	0.0021353832	0.0	0.0004926594	0.0	0.00040388264
TLDC1	0.04287843	0.23208432	0.13532497	0.19211392	0.026557207	0.040233325	0.077553995	0.056697547
TLDC2	0.0022275166	0.0035740456	0.21710837	0.00256246	0.04905426	0.0025060284	0.0	0.0014809031
