gene	B_Plasma	Endothelial	Epithelial	Fibroblast	Mast	Myeloid	T_NK
DCAF13	0.17769022	0.40824023	0.28298122	0.34732607	0.17921852	0.25040415	0.19372644
RP11-1C8.5	0.0023033514	0.025866529	0.011366866	0.004016064	0.0	0.0044596405	0.0028619233
RP11-1C8.7	0.0	0.0	0.0028417164	0.0	0.0	0.0	0.0
RP11-1C8.4	0.0	0.0	0.0042625745	0.0	0.0	0.0	0.0
RIMS2	0.01814617	0.04655975	0.081031255	0.009408839	0.009259259	0.01751305	0.01327796
DPYS	0.0	0.0	0.0042625745	0.04016064	0.0	0.010405827	0.0
DCSTAMP	0.00028791893	0.0	0.0	0.004016064	0.0	0.025271295	0.00022014794
LRP12	0.022288097	0.17244826	0.04055181	0.3151703	0.055555556	0.07464185	0.09117882
ZFPM2	0.0011516757	0.186239	0.0014208582	0.124497995	0.0	0.0014865467	0.0011007397
RP11-574O7.1	0.0	0.0	0.0	0.016064256	0.0	0.0	0.0
RP11-642D21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-152P17.3	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.0
RP11-778D12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-395G23.3	0.022499524	0.15837392	0.022650288	0.18565379	0.027777778	0.061760504	0.013170326
OXR1	0.21170333	0.4885271	0.16263491	0.43013808	0.31466803	0.28834406	0.16525595
RP11-649G15.2	0.00086375675	0.0	0.011366866	0.004016064	0.0	0.0	0.00044029587
ABRA	0.0	0.0051733055	0.0	0.004016064	0.0	0.0044596405	0.00022014794
ANGPT1	0.003414141	0.09918981	0.008525149	0.44603723	0.018518519	0.019118989	0.0022014794
RSPO2	0.00086375675	0.0	0.0	0.052208837	0.0	0.0014865467	0.00022014794
EIF3E	0.8505464	0.88776654	0.72055346	0.8429288	0.924903	0.94136703	1.1762121
RP11-35G22.1	0.0011516757	0.0	0.0	0.0	0.0	0.0014865467	0.00022014794
EMC2	0.17374277	0.4862864	0.37744826	0.47609183	0.1946739	0.22198416	0.18845984
RP11-790J24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM74	0.0054704593	0.0	0.0014208582	0.008032128	0.0	0.0	0.0
RP11-1084E5.1	0.12112097	0.027102793	0.00068437925	0.008032128	0.0	0.0	0.0011007397
TRHR	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
NUDCD1	0.09983319	0.5307327	0.15119751	0.24264716	0.110559486	0.15382858	0.09870527
RP11-122A21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENY2	0.43683884	1.1808989	0.84934384	0.74686736	0.43711773	0.87049353	0.45542
PKHD1L1	0.40689528	0.18017182	0.013757166	0.016918553	0.02199819	0.01583497	0.008683969
EBAG9	0.2815519	0.5206452	0.382789	0.322153	0.12429149	0.21706946	0.22572474
SYBU	0.02264847	0.78859115	0.46047813	0.043778665	0.0	0.011008449	0.004826251
RP11-422N16.3	0.0	0.0	0.005683433	0.0	0.0	0.0	0.0
KCNV1	0.00057583785	0.0	0.044046603	0.0	0.0	0.0014865467	0.0006604438
RP11-696P8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-211F2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-238I10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KB-1299A7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01608	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01609	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.00022014794
RP11-114O8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1101K5.1	0.0	0.0	0.0028417164	0.0	0.0	0.0	0.0
RP11-58O3.2	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.0
CSMD3	0.006901636	0.015519917	0.0077296067	0.08032128	0.0	0.0074327337	0.0046231067
RP11-67H2.1	0.0	0.0	0.0	0.0	0.0	0.0014865467	0.0
RP11-267L5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRPS1	0.04569472	0.10427978	0.011013182	0.44104514	0.09977056	0.2573467	0.15360396
AF178030.2	0.00057583785	0.0	0.0	0.0	0.009259259	0.0	0.0022014794
LINC00536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-536K17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF3H	0.6637823	0.6630285	0.7057152	0.7614632	0.5043487	0.84225225	0.82494223
UTP23	0.12546693	0.37053862	0.22049078	0.37081432	0.13290943	0.19965938	0.1812521
RAD21	0.23591422	0.656667	0.40773875	0.48153502	0.34672737	0.36479726	0.3872701
AC087350.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD21-AS1	0.0014395947	0.0051733055	0.02483365	0.004016064	0.009259259	0.0029730934	0.0024216273
AARD	0.010253982	0.02761752	0.017476864	0.04800192	0.018518519	0.030268596	0.011279763
SLC30A8	0.0011516757	0.0	0.0014208582	0.08032128	0.0	0.0014865467	0.0
MED30	0.24577025	0.3170989	0.25470015	0.29330295	0.3159775	0.34218937	0.3621882
EXT1	0.035053562	0.57046944	0.56862855	0.60946697	0.037037037	0.076521635	0.027818087
SAMD12	0.0863192	0.34257582	0.22056769	0.015602947	0.07147133	0.05549197	0.029650342
AC023590.1	0.14230138	0.1981186	0.09063926	0.07727062	0.1733706	0.1444928	0.10014583
SAMD12-AS1	0.0025330621	0.010346611	0.008525149	0.0	0.009259259	0.0014865467	0.00022014794
TNFRSF11B	0.0052650557	0.13186245	0.16181055	0.36355418	0.009259259	0.014832002	0.0055036987
COLEC10	0.00057583785	0.010346611	0.005683433	0.08032128	0.0	0.0	0.0
RP11-278I4.2	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
MAL2	0.0064363913	0.0	1.5420125	0.009919533	0.009259259	0.015160774	0.0044186357
RP11-4K16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOV	0.005232123	1.4066707	0.025014514	0.16838464	0.074074075	0.015511298	0.003522367
RP11-775B15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENPP2	0.027309064	3.1076174	0.08609804	0.17135006	0.013984908	0.29284835	0.018253313
TAF2	0.09537095	0.301607	0.19438528	0.21157609	0.07368839	0.16478053	0.14694571
DSCC1	0.013340246	0.09707577	0.1829603	0.11912111	0.009259259	0.03575258	0.021255424
KB-1471A8.1	0.010242516	0.04065114	0.02784537	0.025122428	0.018518519	0.017280903	0.016511096
DEPTOR	0.07829057	0.20059769	0.5064697	0.1642864	0.14547467	0.2875887	0.010386271
RP11-760H22.2	0.0079196105	0.065195225	0.123170264	0.02008032	0.018518519	0.04162331	0.00044029587
COL14A1	0.009175793	0.038169503	0.0143564865	2.127252	0.018518519	0.007177539	0.0019788414
MRPL13	0.14758416	0.45452785	0.7611002	0.36796784	0.12750854	0.32606733	0.21929877
MTBP	0.03713742	0.07245919	0.05996349	0.03761796	0.074074075	0.057603527	0.07248979
SNTB1	0.035238292	0.01932136	0.05882819	0.10508183	0.08553605	0.09884967	0.10263002
RP11-713M15.1	0.0017275135	0.010346611	0.0014208582	0.004016064	0.0	0.0044596405	0.011007397
RP11-713M15.2	0.0053448896	0.0	0.018752374	0.004016064	0.0	0.0044596405	0.011447693
RP11-369K17.1	0.00057583785	0.0	0.0	0.0	0.0	0.0	0.0
HAS2	0.006477654	0.1446814	0.010435585	1.2837695	0.018518519	0.0103488695	0.0026678725
HAS2-AS1	0.0011516757	0.010346611	0.0014208582	0.0562249	0.018518519	0.0	0.00044029587
RP11-3G20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-3G20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-785H20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-398G24.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-94A24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-96B2.1	0.0020154323	0.0	0.0028417164	0.008032128	0.0	0.0014865467	0.0013208876
LINC01151	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-973F15.2	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
RP11-44N11.2	0.014954182	0.010346611	0.022023711	0.016718065	0.018518519	0.022167569	0.015850652
RP11-44N11.3	0.0020154323	0.0	0.012780717	0.0	0.0	0.008919281	0.0006604438
ZHX2	0.10051432	0.118721284	0.0706638	0.16884269	0.054320417	0.0810057	0.10630352
RP11-557C18.4	0.0071162437	0.0	0.0	0.008032128	0.0	0.0074327337	0.0015410356
RP11-557C18.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0006604438
DERL1	0.404283	0.37198272	0.32367897	0.38644275	0.20599446	0.32274812	0.2918579
TBC1D31	0.03923242	0.060358513	0.07693112	0.037131805	0.14934261	0.12619604	0.14007518
FAM83A	0.0014395947	0.0	0.08013803	0.0	0.0	0.0044596405	0.0013208876
RP11-539E17.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM83A-AS1	0.00028791893	0.0	0.007104291	0.0	0.0	0.0	0.00022014794
C8ORF76	0.10151655	0.22759278	0.25447804	0.17236663	0.09088459	0.1800008	0.16217056
ZHX1-C8ORF76	0.037427813	0.08951614	0.043757025	0.03392682	0.046296295	0.04410446	0.03337313
ZHX1	0.088356294	0.58690107	0.37104866	0.5099937	0.13206442	0.204715	0.11087011
ATAD2	0.08620623	0.07848723	0.18436222	0.08448361	0.17914437	0.15272702	0.17998505
WDYHV1	0.10569795	0.29004368	0.15990166	0.22098762	0.036393624	0.1434491	0.09029423
FBXO32	0.12337305	0.1486612	0.22882944	0.6303469	0.026907938	0.041297197	0.2708537
RP11-174I12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2552K11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLHL38	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
ANXA13	0.006840773	0.0039187297	1.295162	0.016386243	0.0	0.013690981	0.009026453
FAM91A1	0.13661398	0.50398	0.22999075	0.2103213	0.13997702	0.34157136	0.13854994
FER1L6	0.0	0.0	0.05344031	0.0	0.0	0.0	0.00022014794
RP11-245A18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FER1L6-AS1	0.00028791893	0.0	0.0014208582	0.0	0.0	0.0014865467	0.0
RP11-959I15.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FER1L6-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-37N22.1	0.017175995	0.0045605334	0.010651175	0.019511562	0.027777778	0.022579405	0.039719433
RP11-383J24.1	0.00086375675	0.0	0.007104291	0.0	0.0	0.0029730934	0.00044029587
TMEM65	0.06908442	0.33904758	0.070099995	0.19577369	0.02626423	0.17201973	0.09162447
TRMT12	0.061501276	0.19975054	0.09182826	0.08266942	0.036730133	0.054623794	0.06761858
RNF139-AS1	0.08151642	0.08005602	0.0386913	0.044446923	0.045204714	0.061840348	0.0986236
RNF139	0.15562391	0.22237279	0.16764686	0.21004052	0.3003654	0.28644636	0.2817381
TATDN1	0.20220424	0.3303732	0.4485844	0.2741945	0.22988652	0.29418623	0.3076374
RP11-158K1.3	0.007457637	0.0051733055	0.012861093	0.0063298815	0.018518519	0.019325107	0.012739746
NDUFB9	0.3756563	0.83810806	1.2036479	0.64224905	0.31066364	0.46495238	0.4681735
MTSS1	0.19486475	0.13070446	0.07826003	0.13198304	0.11910749	0.30805686	0.05339886
RP11-532M24.1	0.00086375675	0.015519917	0.0028417164	0.004016064	0.0	0.0	0.0022014794
RP11-1082L8.4	0.00086375675	0.0	0.0	0.004016064	0.0	0.0029730934	0.0
RP11-1082L8.3	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
LINC00964	0.0031671082	0.025866529	0.015274169	0.008032128	0.009259259	0.0029730934	0.003522367
RP11-1082L8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF572	0.003888987	0.0051733055	0.01799036	0.024096385	0.0	0.0029730934	0.0024216273
RP11-6D1.3	0.0	0.0	0.012787724	0.0	0.009259259	0.0014865467	0.0006604438
SQLE	0.13014022	0.2882407	0.88074625	0.13938259	0.16475245	0.21788311	0.101805314
KIAA0196	0.08003379	0.23158649	0.19029158	0.3209194	0.05028645	0.20018281	0.100051545
KIAA0196-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NSMCE2	0.19867574	0.23702063	0.2424129	0.23857594	0.12351395	0.2199483	0.20682164
RP11-550A5.2	0.00057583785	0.0	0.007104291	0.0	0.0	0.0	0.0
TRIB1	0.4344093	0.646436	1.0963105	0.28926197	0.063677706	0.3682819	0.043045413
RP11-136O12.2	0.00028791893	0.0	0.0028417164	0.0	0.0	0.0	0.0
RP11-697B24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00861	0.048478205	0.041348457	0.029073875	0.02815819	0.07124154	0.050655056	0.3406728
RP11-622O11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-65D17.1	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.0
RP11-103H7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-103H7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-103H7.3	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
FAM84B	0.026618587	0.80735177	0.25419456	0.024621362	0.0077861696	0.05064824	0.062747076
RP11-103H7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
RP11-89K10.1	0.0025912703	0.0	0.0028417164	0.0	0.0	0.0	0.0050634025
RP11-351C8.1	0.00086375675	0.0	0.0	0.0	0.0	0.0029730934	0.0013208876
PCAT1	0.020215351	0.21994063	0.018347476	0.02008032	0.06481481	0.04170695	0.038473774
PCAT2	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.0
PRNCR1	0.018754268	0.07087876	0.034872442	0.012051874	0.037037037	0.029347423	0.03800616
CASC19	0.00057583785	0.0	0.018471157	0.0	0.0	0.0	0.0006604438
CCAT1	0.008522836	0.0	0.07479416	0.0	0.0	0.0014865467	0.0006604438
CASC8	0.00057583785	0.040664453	0.100574106	0.0	0.0	0.0014865467	0.0015410356
CASC21	0.00057583785	0.025866529	0.0042625745	0.0	0.0	0.0	0.0017611835
CCAT2	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.0
POU5F1B	0.0025912703	0.03621314	0.020231357	0.0	0.0	0.0044596405	0.0057238466
AC108925.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CASC11	0.0064770877	0.0	0.017694306	0.004016064	0.0	0.011892374	0.0055036987
MYC	0.3007537	0.3553748	0.2585121	0.5319494	0.06347736	0.12255761	0.3731379
PVT1	0.10781772	0.08102236	0.06476184	0.058833122	0.122280516	0.09742944	0.25151446
AC026248.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00976	0.0023033514	0.0051733055	0.0028417164	0.0	0.0	0.005946187	0.0022014794
LINC00977	0.00028791893	0.0	0.0	0.0	0.0	0.011892374	0.00022014794
CCDC26	0.0014395947	0.0	0.0028417164	0.0	0.0	0.12338338	0.00022014794
RP11-26E5.1	0.0	0.0	0.0	0.0	0.0	0.0029730934	0.0
RP11-419K12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSDMC	0.0020154323	0.1758924	0.0042625745	0.0	0.0	0.0	0.0006604438
RP11-473O4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM49B	0.3256202	0.20957723	0.23589386	0.13925254	0.24167974	0.9182778	0.59300685
RP11-473O4.4	0.004606703	0.0051733055	0.0	0.004016064	0.0	0.005946187	0.008805918
RP11-473O4.3	0.00028791893	0.0051733055	0.0	0.0	0.0	0.0	0.00044029587
ASAP1	0.11490554	1.066726	0.08234245	0.47291481	0.06849142	0.43457463	0.18003093
KB-1568E2.1	0.00086375675	0.0051733055	0.0	0.0	0.009259259	0.0	0.0013208876
ADCY8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-737F9.1	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
RP11-381I15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2501M5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFR3A	0.11823174	0.45325908	0.2543204	0.34209928	0.13649164	0.29293507	0.22086297
OC90	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
RP11-240B13.2	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.00022014794
HHLA1	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.00022014794
KCNQ3	0.0017275135	0.08277289	0.073785216	0.02811245	0.009259259	0.0014865467	0.003522367
HPYR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC6	0.0013332376	0.20452529	0.093100764	0.1284901	0.009259259	0.023683012	0.0037425149
TMEM71	0.072902925	0.05887348	0.0392405	0.22443798	0.11021862	0.13870546	0.36121905
PHF20L1	0.16392064	0.51198375	0.2778876	0.42290592	0.21496786	0.31325126	0.28900012
AF230666.2	0.0	0.0051733055	0.0	0.0	0.009259259	0.0	0.0
TG	0.0061389953	0.0051733055	0.005257952	0.018511793	0.009259259	0.016298303	0.011887989
SLA	0.14480545	0.07412132	0.05744948	0.06881104	0.39979744	0.53231186	0.6764984
WISP1	0.0	0.010346611	0.0	0.48995984	0.0	0.0014865467	0.0
NDRG1	0.08571493	1.5515325	0.9035085	0.54344773	0.07927508	0.2355366	0.18695109
ST3GAL1	0.15379901	0.23284538	0.045353804	0.19031721	0.25688592	0.3543982	0.32234523
RP11-629O1.2	0.05091512	0.052207455	0.013396563	0.10361292	0.037037037	0.07611828	0.042420264
CTD-2588J1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2309H9.3	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
RP11-157E21.1	0.00028791893	0.0	0.0014208582	0.004016064	0.0	0.0074327337	0.0
RP11-513H8.1	0.0028791893	0.0051733055	0.0	0.0	0.0	0.0029730934	0.0017611835
ZFAT	0.080855265	0.04663741	0.03392141	0.047480695	0.0	0.03717728	0.027606305
ZFAT-AS1	0.00057583785	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2342N23.3	0.003742946	0.0	0.0	0.0	0.0	0.0014865467	0.0
AC083843.1	0.02010278	0.0619351	0.070509255	0.015969142	0.046296295	0.071179956	0.025813904
AC083843.2	0.0025912703	0.020693222	0.008234532	0.0	0.018518519	0.020811655	0.0015410356
NCRNA00250	0.00028791893	0.010346611	0.0042625745	0.0	0.0	0.0014865467	0.00044029587
RP11-1057B8.2	0.0	0.0	0.0028417164	0.0	0.0	0.0	0.0
LINC01591	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
RP11-343P9.1	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.0
KHDRBS3	0.016472204	0.09225194	0.1407436	0.4747233	0.018518519	0.025137005	0.0028453649
RP11-149P24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-431D12.1	0.0	0.010346611	0.0	0.0	0.0	0.0	0.0
RP11-30J20.1	0.006910054	0.0	0.0040420103	0.004016064	0.0	0.0014865467	0.0026417752
RP11-238K6.1	0.00086375675	0.0	0.016775718	0.0	0.0	0.005946187	0.0006604438
RP11-238K6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-489O18.1	0.00028791893	0.0	0.0	0.0	0.0	0.04162331	0.0
FAM135B	0.0020154323	0.0	0.0014208582	0.024096385	0.0	0.0014865467	0.0011007397
COL22A1	0.0014395947	0.0051733055	0.014208582	0.036144577	0.0	0.0	0.0
RP11-324F11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2534J5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-398H6.1	0.0023033514	0.0051733055	0.0028417164	0.0	0.0	0.0029730934	0.00088059175
KCNK9	0.009501324	0.0	0.008525149	0.0	0.0	0.0	0.00044029587
TRAPPC9	0.05252438	0.14377286	0.1862146	0.087166265	0.04418381	0.13060796	0.087433316
RP11-284H18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTA-204B4.2	0.04012508	0.13546051	0.08464538	0.11710936	0.055555556	0.08691589	0.050833616
CHRAC1	0.18728492	0.2638551	0.2711712	0.23081432	0.15242241	0.20781252	0.24105267
AGO2	0.14345631	0.3619098	0.19687045	0.3171882	0.13884158	0.34518516	0.26791
ERICD	0.003742946	0.010346611	0.007104291	0.004016064	0.0	0.011892374	0.0024216273
PTK2	0.11691647	1.15191	0.42588615	0.91111046	0.096913144	0.083518885	0.027192622
AC105009.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-128L5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENND3	0.25642008	0.58995086	0.07672991	0.12549111	0.07750685	0.51972103	0.074567676
RP11-809O17.1	0.07023024	0.024274526	0.040592317	0.039005168	0.018518519	0.16775177	0.018963998
SLC45A4	0.020693297	0.1781783	0.0971922	0.024722537	0.0	0.06375821	0.020859016
RP11-10J21.4	0.0	0.010346611	0.009946007	0.004016064	0.0	0.0074327337	0.0006604438
RP11-10J21.3	0.00057583785	0.0	0.0014208582	0.0	0.0	0.0014865467	0.0
RP11-10J21.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-10J21.6	0.0	0.0	0.0028417164	0.0	0.0	0.0	0.0
LINC01300	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR20	0.003742946	0.08256134	0.0042625745	0.084337346	0.0	0.0	0.00088059175
CTD-3064M3.4	0.0011516757	0.0	0.0014208582	0.004016064	0.0	0.0014865467	0.0013208876
PTP4A3	0.13358629	0.98405534	0.037264813	0.21386471	0.02521193	0.05887924	0.16967979
CTD-3064M3.7	0.0014395947	0.07242628	0.0028417164	0.008032128	0.009259259	0.0029730934	0.0019813315
AC138647.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-953B20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSNARE1	0.015390245	0.029583406	0.053176485	0.02811245	0.009259259	0.050463174	0.01753358
RP13-467H17.1	0.0023033514	0.0051733055	0.005683433	0.0	0.0	0.005946187	0.0024216273
ADGRB1	0.0017275135	0.0	0.0028417164	0.012048192	0.0	0.005946187	0.0028619233
ARC	0.010324966	0.06642947	0.07176897	0.55516267	0.0	0.026970964	0.009189607
AP006547.3	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.0
AC145123.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JRK	0.03566777	0.22969118	0.08250074	0.1394342	0.052944202	0.057061754	0.04794237
PSCA	0.00028791893	0.0	0.019707043	0.004016064	0.0	0.008919281	0.0006604438
LY6K	0.0027783373	0.24368843	0.0	0.124497995	0.0	0.06243047	0.0006604438
CTD-2292P10.4	0.00028791893	0.0	0.0014208582	0.0	0.0	0.0014865467	0.0
THEM6	0.05998641	0.23145545	0.26539892	0.06918951	0.0362117	0.054988638	0.096423835
CTD-2292P10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLURP1	0.0	0.0	0.0028417164	0.0	0.0	0.0	0.0
LYPD2	0.0	0.0051733055	0.0	0.0	0.0	0.0014865467	0.0
RP11-706C16.7	0.00057583785	0.0051733055	0.0	0.0	0.0	0.0	0.0
LYNX1	0.003455027	0.0931195	0.0028417164	0.104417674	0.0	0.0074327337	0.0013208876
LY6D	0.00057583785	0.0	0.009946007	0.0	0.0	0.0	0.0006604438
RP11-706C16.8	0.0011516757	0.0	0.0028417164	0.0	0.0	0.0	0.0019813315
RP11-706C16.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GML	0.0027566473	0.010346611	0.0042625745	0.0	0.018518519	0.0014865467	0.025096865
CYP11B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP11B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-273G15.2	0.019660907	0.04098692	0.018461525	0.024096385	0.0	0.008055873	0.014229599
LY6E	0.31925827	1.0802515	0.14816397	0.93305695	0.1739784	0.4609982	0.5586963
RP11-520P18.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LY6H	0.00057583785	0.058455653	0.018967653	0.16465864	0.0	0.0	0.0011007397
GPIHBP1	0.0018785525	0.693267	0.0036952319	0.004016064	0.0	0.0014865467	0.0019813315
ZFP41	0.014746084	0.072615065	0.043464504	0.07630522	0.009259259	0.015021014	0.013429024
RP13-582O9.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLI4	0.122186884	0.15427673	0.19229335	0.23081505	0.091475084	0.15512186	0.16548146
MINCR	0.10835748	0.09272522	0.18831195	0.18583894	0.045678012	0.1005898	0.09886045
ZNF696	0.02589394	0.068531334	0.035993524	0.03961536	0.009259259	0.031877503	0.022425877
RP13-582O9.7	0.022503983	0.039055925	0.11311251	0.028595	0.009259259	0.017838562	0.0090260655
TOP1MT	0.09643129	0.109421924	0.17845868	0.12285858	0.027313177	0.18636368	0.10070731
RHPN1-AS1	0.00028791893	0.0051733055	0.0042625745	0.0	0.0	0.0025357371	0.00044029587
RHPN1	0.024734141	0.18842496	0.0589763	0.016727837	0.09259259	0.05005095	0.078639984
RP11-909N17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAFA-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAFA	0.0028432775	0.015519917	0.04865496	0.004016064	0.0	0.010405827	0.0019813315
ZC3H3	0.044969145	0.12414335	0.1441314	0.15702146	0.018518519	0.11431167	0.076004595
RP11-661A12.5	0.0057175984	0.0088337585	0.017053926	0.024096385	0.009259259	0.066894606	0.006604438
RP11-661A12.4	0.008694324	0.029828478	0.26320437	0.008032128	0.0	0.03135119	0.0074850298
GSDMD	0.23910412	0.6747053	0.7110708	0.39354244	0.20486005	0.42532057	0.34681606
MROH6	0.02239478	0.09564472	0.17644286	0.08189416	0.009259259	0.0835686	0.020172976
RP11-661A12.9	0.0023033514	0.010346611	0.047815073	0.004016064	0.0	0.0044596405	0.00088059175
NAPRT	0.10561305	0.5396025	1.5773183	0.328827	0.12708181	0.34485593	0.12770826
RP11-661A12.7	0.011281673	0.0051733055	0.026508888	0.008032128	0.0	0.011845993	0.0052835504
EEF1D	1.7794162	1.5529034	1.3302239	1.5833799	1.3782116	1.5396589	2.0634844
TIGD5	0.06781276	0.11382963	0.09811465	0.14228648	0.081338145	0.115328364	0.089298494
PYCRL	0.09013987	0.09606253	0.11964058	0.14207248	0.046296295	0.039908577	0.047744136
TSTA3	0.19050203	0.3442185	0.89501125	0.27478498	0.09802612	0.22859547	0.24925627
RP11-661A12.12	0.0048946217	0.0051733055	0.007104291	0.008032128	0.0	0.0074327337	0.0050634025
ZNF623	0.054733105	0.11507508	0.097905375	0.13220666	0.025180014	0.080317065	0.06953899
ZNF707	0.041791998	0.082479075	0.046064083	0.05704831	0.0340458	0.06602013	0.054929018
RP11-429J17.2	0.009543049	0.078152016	0.03237992	0.02008032	0.0	0.015025489	0.012439663
CCDC166	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.0
RP11-429J17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAPK15	0.0011516757	0.0	0.009946007	0.008032128	0.0	0.0014865467	0.00022014794
RP11-429J17.5	0.0	0.0	0.005683433	0.0	0.0	0.0	0.0
FAM83H	0.0074265352	0.0031868774	0.6016216	0.033707052	0.018518519	0.03940104	0.012098636
FAM83H-AS1	0.0034387677	0.0051733055	0.07589499	0.0	0.0	0.006704981	0.0024216273
RP11-429J17.7	0.0011516757	0.0	0.0028417164	0.0	0.0	0.0014865467	0.0011007397
