gene	Epithelial	Fibroblast	Myeloid	T_NK	B_Plasma	Endothelial	Mast	Stromal_other
MYO1H	0.00036024785	0.002008032	0.0	0.00011007397	0.0	0.0129332645	0.0	0.0
MYO3A	0.018734079	0.012430246	0.0	0.0	0.00028791893	0.0019252985	0.0	0.053390283
MYO3B	0.022111913	0.026375316	0.008201242	0.006697974	0.018806057	0.014307059	0.0037950664	0.016017085
MYO5A	0.02028664	0.107469596	0.36000407	0.17686956	0.12892011	0.2727863	0.13785835	0.27470836
MYO5B	0.9298675	0.01104904	0.005672425	0.0031206277	0.015953716	0.017400661	0.009699815	0.0053390283
MYO5C	0.4454053	0.0042787176	0.023639439	0.015915666	0.023562592	0.70896256	0.021731328	0.012341939
MYO6	0.88466775	0.47980133	0.041014716	0.066610634	0.060773917	0.98134863	0.09669639	0.2669476
MYO7A	0.015490487	0.023974366	0.06816963	0.016684938	0.005645267	0.0357969	0.0055783964	0.010678057
MYO7B	0.80785763	0.008787641	0.024936851	0.0058305045	0.036295377	0.05496224	0.008396353	0.015424644
MYO9A	0.18754005	0.40190148	0.16913483	0.12640606	0.08602304	0.45173842	0.10811391	0.2875087
MYO9B	0.15756707	0.2908333	0.6567427	0.2087133	0.16198762	0.25277635	0.24925461	0.25081506
MYOCD	0.0004491134	0.26630744	0.001956146	0.00044664287	0.003624701	0.012943376	0.0	0.042205967
MYOF	0.28764933	0.67395514	0.2481766	0.0058919364	0.011177065	0.81021285	0.0018975332	0.28071025
MYOM1	0.049375057	0.0522131	0.025293428	0.020609854	0.0169742	0.024286788	0.011256197	0.016017085
MYOM2	0.037678212	0.065231405	0.044462025	0.06298524	0.016538337	0.0852287	0.01601483	0.09182278
MYOM3	0.05699159	0.003929877	0.00791949	0.004684908	0.0043268376	0.055677265	0.0	0.0053390283
MYOT	0.018634979	0.22861774	0.0062732734	0.0028502936	0.008415406	0.014997701	0.010208026	2.670262
MYOZ3	0.013300121	0.05294791	0.015895385	0.007658574	0.007661625	0.14549504	0.014837655	0.10678057
MYPN	0.008855914	0.0	0.0014865467	0.00055036985	0.00086375675	0.0077599585	0.0	0.0
MYPOP	0.10854377	0.14860225	0.15570118	0.06845243	0.09495941	0.13128296	0.04255275	0.10050558
MYRF	0.3157601	0.026309742	0.007912647	0.0022696275	0.004960642	0.0028879477	0.0009487666	0.010678057
MYRFL	0.308997	0.006619688	0.019074492	0.0010579795	0.0018665825	0.00096264924	0.027777778	0.0
MYRIP	0.073939115	0.003195178	0.0046588676	0.00073410454	0.0051192464	0.7845094	0.0046296297	0.0042861076
MYSM1	0.24608822	0.2046516	0.15795943	0.13409784	0.10283676	0.23210941	0.13324979	0.1666812
MYT1L	0.008316388	0.0509236	0.009742556	0.014434375	0.012954187	0.031352907	0.013054326	0.005194224
MYZAP	0.15967984	0.008032128	0.018182801	0.0007705178	0.0038817304	0.1341105	0.0	0.0
MZB1	0.04633137	0.10607131	0.0944684	0.095846824	1.4918017	0.11655483	0.14698039	0.11493265
MZF1	0.18583632	0.15636748	0.09889957	0.14279705	0.110263705	0.20077662	0.084825516	0.110264316
MZT1	0.23161387	0.17502522	0.25438237	0.30135742	0.24890816	0.28560495	0.19958109	0.29158887
MZT2A	0.7176975	0.40312237	0.3605069	0.5575722	0.4212029	0.36243516	0.15585974	0.37471163
MZT2B	1.0242023	0.63420814	0.5688615	0.6081457	0.6111788	0.6789142	0.30101514	0.55752105
METAZOA_SRP	0.029982127	0.016655989	0.013687842	0.016289935	0.026001688	0.026879875	0.013282732	0.016017085
N4BP1	0.20097348	0.21812822	0.22558044	0.18218048	0.09904508	0.31159583	0.057206523	0.14256823
N4BP2	0.11914092	0.2108655	0.24957521	0.19014442	0.14042202	0.112093635	0.1534597	0.036243863
N4BP2L1	0.10960214	0.25055227	0.372942	0.3011948	0.28017408	0.3592462	0.23450515	0.4918683
N4BP2L2	0.5118053	0.87222266	0.5770434	0.87491274	0.573694	0.9222126	0.67595387	0.7418662
N4BP3	0.0295672	0.04180309	0.015585352	0.018461388	0.10750437	0.23334798	0.040225945	0.006984132
N6AMT1	0.15352061	0.21826634	0.062373757	0.0636559	0.038572118	0.19383717	0.04941141	0.19546229
N6AMT2	0.16400927	0.33704668	0.10359673	0.09082864	0.11934151	0.3493411	0.070252106	0.32586667
NAA10	0.55269015	0.48953643	0.4238106	0.3682146	0.36780375	0.97716427	0.3307138	0.47734877
NAA15	0.25448763	0.27885824	0.20919055	0.24056375	0.1583074	0.31605703	0.17773809	0.21304734
NAA16	0.11720215	0.2314336	0.1249899	0.22086886	0.12228261	0.23306832	0.111278	0.19881748
NAA20	0.47784606	0.7344307	0.4747312	0.26294485	0.28048167	0.702458	0.21746531	0.53571635
NAA25	0.18750302	0.21849443	0.24120152	0.15786129	0.11494805	0.2865017	0.09333913	0.15932107
NAA30	0.1700634	0.18342142	0.110814616	0.15350074	0.10227004	0.24786785	0.11288502	0.19076544
NAA35	0.2658109	0.19798127	0.13309151	0.14099333	0.110039786	0.2701005	0.118974045	0.1775412
NAA38	0.5760042	0.50102574	0.51876885	0.3979862	0.38475507	0.97267133	0.42249635	0.4246877
NAA40	0.16395186	0.08103191	0.12630326	0.065842584	0.065978386	0.14735022	0.03536791	0.061508033
NAA50	0.34006774	0.34199807	0.27295643	0.30529678	0.23835406	0.277704	0.17708156	0.32626456
NAA60	0.21057548	0.16126756	0.11346315	0.092528135	0.08039578	0.24919042	0.06945713	0.030576523
NAAA	0.37343913	0.3051445	0.7657187	0.23335469	0.13297018	0.21463521	0.15547168	0.2645743
NAALAD2	0.0026036655	0.15270692	0.0019792062	0.0002692551	0.0012846361	0.010647906	0.0009487666	0.06406834
NAALADL1	0.5343019	0.31525925	0.107753955	0.15215343	0.052076034	0.26953545	0.1971948	0.25270814
NAALADL2	0.30282208	0.3299011	0.011011528	0.0047130696	0.004950379	0.05048624	0.008424696	0.07897795
NAB1	0.1650314	0.21359834	0.1719687	0.20469229	0.08884593	0.4033774	0.1306406	0.2757519
NAB2	0.02379915	0.4595743	0.11841571	0.07009393	0.05688356	0.27300194	0.098385684	0.37581536
NABP1	0.32058126	0.11449961	0.5207095	0.38032913	0.22038406	0.14234607	0.38125306	0.18083008
NABP2	0.44430116	0.3898123	0.16616157	0.18440022	0.15266562	0.40163195	0.12742661	0.24306586
NACA	1.7340987	1.8818706	1.8661957	2.0033252	1.7173052	1.8538432	1.5565417	1.4634265
NACA2	0.42790386	0.38954315	0.39256042	0.3629794	0.29574382	0.4268621	0.23227718	0.21746631
NACAD	0.004191415	0.05766004	0.001974922	0.0005567168	0.0014756655	0.015706459	0.0	0.11745862
NACC1	0.27068326	0.106405534	0.18553174	0.08827327	0.060856353	0.23272642	0.064567834	0.08238098
NACC2	0.16968036	0.22145584	0.21054432	0.04725813	0.021993443	0.5631736	0.03234807	0.17065747
NADK	0.38112992	0.16521725	0.43360052	0.099334046	0.13874742	0.33592105	0.04559061	0.12895706
NADK2	0.2088241	0.14542246	0.077728674	0.047125604	0.118560165	0.13391718	0.045191944	0.07254261
NADSYN1	0.41409045	0.17083037	0.22904535	0.14739943	0.118139096	0.2775193	0.12027213	0.06910954
NAE1	0.38641763	0.39127386	0.12506768	0.30514187	0.17560098	0.364228	0.22402506	0.49441513
NAF1	0.11796993	0.18791114	0.22279449	0.1703449	0.14343867	0.14928465	0.09146448	0.13495442
NAGA	0.23290008	0.29207128	0.77049524	0.07619582	0.0855367	0.33382386	0.07243999	0.226997
NAGK	0.2141441	0.47362489	0.7625443	0.16044876	0.32620856	0.4046295	0.20183985	0.48140487
NAGLU	0.24795425	0.25720924	0.13312818	0.03691754	0.1263054	0.19913894	0.046089537	0.09429156
NAGPA	0.19728875	0.13774805	0.26777628	0.13795212	0.09461208	0.2262255	0.042744458	0.1267274
NAGS	0.28583124	0.082595676	0.02604374	0.0119439075	0.0095925545	0.08733846	0.0018975332	0.02789397
NAIF1	0.092524454	0.10356286	0.073940545	0.06646502	0.05591441	0.17903003	0.044608768	0.110653825
NAIP	0.08967975	0.10619178	0.94845337	0.06587266	0.06187765	0.19705936	0.055056997	0.07594941
NAMPT	0.5010942	0.4261197	1.5045447	0.21824792	0.1657741	0.6105023	0.27939692	0.16767904
NAMPTL	0.018122062	0.014915013	0.06003415	0.0049812193	0.008220036	0.013099957	0.0056926	0.021356113
NAP1L1	0.37109596	1.1672878	1.2911344	1.1587124	0.7144747	0.9252865	0.799705	0.7336526
NAP1L2	0.012018493	0.073103614	0.005820784	0.030364478	0.018255638	0.065605104	0.03358458	0.13175862
NAP1L3	0.0029236292	0.14064205	0.003694303	0.021617625	0.0037681982	0.042520914	0.023262352	0.042712227
NAP1L4	0.31713843	0.30969334	0.19662271	0.48158765	0.24294034	0.3839079	0.197127	0.30237946
NAP1L5	0.025078777	0.13598523	0.055610973	0.11441931	0.039151322	0.21844536	0.24583484	0.13181666
NAP1L6	0.017547198	0.016397893	0.015131388	0.015581675	0.010097513	0.014499109	0.008424696	0.03203417
NAPA	0.43517652	0.5172345	0.44124663	0.27828085	0.22823656	0.5492037	0.23357269	0.67526466
NAPA-AS1	0.10615674	0.06448467	0.060546506	0.07276769	0.2620706	0.11076711	0.051621713	0.038390584
NAPB	0.108786374	0.18653032	0.07835208	0.07286948	0.063474014	0.19493759	0.06063025	0.13431819
NAPEPLD	0.44037542	0.24053651	0.057197973	0.0820065	0.06764729	0.1347603	0.041155748	0.18332003
NAPG	0.2774201	0.23334911	0.2046002	0.15531388	0.15882502	0.3752358	0.13958295	0.21001145
NAPRT1	0.95977646	0.39664042	0.40536723	0.18434477	0.13332762	0.5971697	0.1400913	0.3489028
NAPSA	0.024149962	0.016593307	0.13166144	0.02660023	0.066163555	0.02675851	0.006527163	0.010678057
NARF	0.295052	0.29342932	0.24930766	0.27073014	0.28915238	0.621648	0.3049357	0.35215914
NARF-IT1	0.0	0.0	0.0004926594	0.00040388264	0.000470699	0.0	0.0	0.0
NARFL	0.23814517	0.21892005	0.1055946	0.13013084	0.13761893	0.18395168	0.057890818	0.2576765
NARG2	0.21200757	0.24586461	0.17942798	0.21657282	0.1317341	0.375108	0.15156554	0.23054656
NARS	0.65819263	0.47357178	0.3726052	0.21515903	0.2096798	0.48858336	0.269335	0.49432716
NARS2	0.24075373	0.17572898	0.100831725	0.105526015	0.11606338	0.14752322	0.080218405	0.19930989
NASP	0.45111477	0.6055953	0.32634714	0.37220648	0.29113555	0.84120536	0.33068934	0.528898
NAT1	0.36304462	0.047908694	0.0819108	0.055033263	0.049900614	0.100132376	0.06215314	0.04440351
NAT10	0.19042367	0.16033897	0.11837798	0.10176967	0.07204749	0.1850096	0.07173703	0.11309244
NAT14	0.039335437	0.3696166	0.033990692	0.024516713	0.042621784	0.13486849	0.009487666	0.5892903
NAT2	0.513494	0.0025149044	0.002289467	0.0013576536	0.0019707568	0.0	0.0018975332	0.013630531
NAT6	0.07530404	0.12340546	0.07583554	0.10440576	0.08621823	0.23999378	0.11817904	0.10965122
NAT8	0.10843697	0.0	0.0066894605	0.00011007397	0.00014395946	0.0	0.0	0.0
NAT8L	0.001414392	0.0	0.023681926	0.000709551	0.0013289562	0.0	0.011156793	0.0
NAT9	0.2033605	0.35206628	0.19150564	0.14130601	0.20541495	0.29610544	0.15016058	0.2563091
NAV1	0.06656003	0.6962362	0.2566313	0.015036052	0.040676355	0.6986398	0.17117114	0.20197767
NAV2	0.21266001	0.28213087	0.018185515	0.00972099	0.05092653	0.20113128	0.0009487666	0.15936539
NAV2-AS3	0.012223771	0.012048192	0.0019792062	0.00044029587	0.0035310946	0.0077599585	0.0	0.0
NAV3	0.0036732114	0.022851452	0.00074327335	0.0006849974	0.0012430657	0.038306396	0.0	0.010678057
NBAS	0.22930643	0.27723953	0.11036573	0.11456026	0.10509552	0.24546254	0.22525114	0.19819076
NBEA	0.020405255	0.14118436	0.021831382	0.007438426	0.040731445	0.2819235	0.057756357	0.13841636
NBEAL1	0.9930459	0.88352144	0.913605	0.87125456	0.6901988	0.74780524	0.70066094	0.5186958
NBEAL2	0.27087367	0.02693268	0.19338208	0.13046879	0.043934897	0.19876376	0.07809987	0.033949196
NBL1	1.1339211	2.325946	0.06450424	0.10435043	0.032359444	0.47718036	0.047933467	0.28271613
NBN	0.23311064	0.4026172	0.33468214	0.18963856	0.16085441	0.29841703	0.28899485	0.39683047
NBPF1	0.33093467	0.3965004	0.124266535	0.037321135	0.03131742	0.26734206	0.09069419	0.23675275
NBPF10	0.1509414	0.354575	0.27845758	0.07422959	0.06227468	0.018510772	0.071435675	0.22647566
NBPF11	0.046709333	0.07175979	0.038521316	0.016582513	0.017251998	0.08705196	0.010208026	0.010678057
NBPF12	0.081700094	0.09294304	0.06989792	0.038898043	0.029834103	0.08416736	0.05138274	0.05872931
NBPF14	0.06944169	0.12926553	0.16093707	0.035178293	0.06288411	0.016489662	0.040745042	0.0
NBPF15	0.029754441	0.057027902	0.013301311	0.014697728	0.018306304	0.10050925	0.0046296297	0.016017085
NBPF16	0.002626792	0.01024984	0.0064045717	0.0021540408	0.0016945164	0.0019252985	0.0	0.0
NBPF18P	0.021896143	0.014520606	0.0019706376	0.0022886684	0.005917208	0.011551791	0.0	0.010678057
NBPF20	0.03144648	0.065508224	0.028313624	0.013819706	0.019263964	0.058114525	0.010208026	0.016017085
NBPF24	0.0	0.0	0.0009853188	0.0006731378	0.00028241938	0.0	0.0	0.0
NBPF3	0.044489823	0.22082382	0.031849284	0.021087281	0.014380425	0.09602052	0.02857276	0.08948105
NBPF9	0.06228795	0.1500094	0.15900913	0.027073972	0.032784365	0.04473893	0.0464105	0.029697882
NBR1	0.44786298	0.41825914	0.22195882	0.2291772	0.13358164	0.4585017	0.14630415	0.34599295
NCALD	0.088205636	0.24275456	0.06471396	0.16043574	0.03922107	0.2621994	0.037778538	0.2279477
NCAM1	0.00893685	0.77893126	0.050043523	0.07886469	0.022990407	0.038265783	0.05164719	1.4275873
NCAM2	0.0024783346	0.09535515	0.0017328764	0.0003120153	0.0018523522	0.0066593094	0.0	0.22423919
NCAPD2	0.2730229	0.084217936	0.11516684	0.082714915	0.065033466	0.118581116	0.017489698	0.0854863
NCAPD3	0.17224771	0.12947807	0.13248411	0.10312143	0.061607722	0.1628856	0.08587454	0.13716798
NCAPG	0.21872203	0.03051603	0.04376555	0.023578137	0.033376254	0.02145556	0.014951859	0.029175509
NCAPG2	0.17045084	0.09557767	0.07031297	0.04251147	0.041104987	0.100030094	0.023376554	0.10654451
NCAPH	0.16794154	0.02266542	0.057593763	0.05233041	0.033540513	0.016577903	0.008424696	0.014616295
NCAPH2	0.2526387	0.27714252	0.11741799	0.16693303	0.17576808	0.21780165	0.08708793	0.32425308
NCBP1	0.26729858	0.1738811	0.16187829	0.10085054	0.076818615	0.1969631	0.10148804	0.116920225
NCBP2	0.31150016	0.41152522	0.28284246	0.32958072	0.25343937	0.43896812	0.18867695	0.34205317
NCBP2-AS2	0.5651182	0.29620916	0.2088519	0.21633515	0.15255763	0.46736002	0.12845416	0.34733638
NCCRP1	0.006736191	0.0068782493	0.041826796	0.0018117041	0.0043975497	0.015425447	0.0	0.010678057
NCDN	0.036918424	0.0911344	0.027986936	0.046261583	0.032179072	0.06398927	0.0056926	0.07173586
NCEH1	0.22032964	0.03561312	0.29628557	0.022091307	0.024303526	0.22899383	0.04781608	0.07593604
NCF1	0.03973545	0.050699364	0.90250814	0.378896	0.6892394	0.06532907	0.23668838	0.020572472
NCF2	0.007650881	0.015701773	1.4494395	0.010510645	0.042945355	0.0066297795	0.015819484	0.014862774
NCF4	0.043939624	0.031340122	0.736621	0.17683217	0.41242337	0.050447926	0.41372168	0.014505661
NCK1	0.1983271	0.35343805	0.22224706	0.35368103	0.19122672	0.7923207	0.2020405	0.25461796
NCK2	0.26515403	0.2455101	0.0806095	0.2859516	0.10849109	0.21682683	0.072702095	0.27510047
NCKAP1	0.6316283	0.7157264	0.030491836	0.03792829	0.022669677	1.3292925	0.09114085	0.48718148
NCKAP1L	0.019618046	0.035219982	0.6231758	0.269726	0.19836882	0.03622504	0.20579854	0.008001546
NCKAP5	0.12816879	0.20388639	0.13282138	0.001419102	0.0044750995	0.025900893	0.0009487666	0.23393649
NCKAP5L	0.04642208	0.24381146	0.22970134	0.067948475	0.059195586	0.27950168	0.11188556	0.25984725
NCKIPSD	0.17669353	0.14099625	0.11679448	0.040503085	0.03480859	0.2195743	0.026792545	0.21027485
NCL	0.7132595	0.74814093	0.6065724	0.6186355	0.48476177	0.7323889	0.5638336	0.61780614
NCLN	0.5143036	0.26156068	0.18486743	0.106755465	0.24112472	0.23917803	0.06275418	0.15919685
NCMAP	0.0845365	0.030086234	0.04017896	0.037526935	0.06539138	0.055401847	0.011359569	0.021356113
NCOA1	0.246164	0.3456933	0.26972884	0.20341036	0.101677135	0.41190645	0.1786997	0.2795141
NCOA2	0.20582967	0.17048436	0.20456687	0.1766373	0.11881325	0.1789116	0.07499574	0.14830248
NCOA3	0.11389421	0.18587625	0.33278698	0.17355964	0.34439522	0.43438548	0.10823234	0.13189448
NCOA4	0.53400904	0.36268345	0.8657185	0.2145153	0.14289024	0.46414286	0.45890433	0.36897418
NCOA5	0.18283594	0.17386068	0.115700334	0.0694113	0.061837137	0.2047014	0.034365192	0.1459
NCOA6	0.28129613	0.19602944	0.151467	0.109153405	0.073248625	0.26251873	0.056308392	0.1745384
NCOA7	0.5863255	0.31418616	0.2935377	0.24095851	0.14439747	1.6681528	0.27179658	0.32501152
NCOR1	0.6160122	0.56558836	0.37456393	0.5230589	0.31993985	0.5618251	0.3322899	0.60187584
NCOR2	0.22340956	0.40864408	0.33365172	0.12674558	0.09171866	0.36064643	0.14791057	0.33849338
NCR1	0.0037279134	0.0031492007	0.022094928	0.045926742	0.002843314	0.0	0.023148147	0.0
NCR2	0.001314284	0.0	0.026757842	0.006999798	0.0016776939	0.0	0.018518519	0.0
NCR3	0.013591835	0.023447383	0.08985401	0.31277555	0.15031686	0.019681241	0.11348273	0.009683327
NCR3LG1	0.23439969	0.015282961	0.104677826	0.027631193	0.008440518	0.04474248	0.009259259	0.0
NCS1	0.017107826	0.110694945	0.012755402	0.0042827483	0.002524952	0.024926003	0.01032223	0.037373196
NCSTN	0.32789153	0.52343035	0.3175199	0.13098194	0.20584074	0.45404467	0.13136776	0.5397256
NDC1	0.29066706	0.088304445	0.100938216	0.063922144	0.07104207	0.18276793	0.033616893	0.080348544
NDC80	0.1646603	0.070729434	0.043964498	0.108539015	0.051889263	0.05456569	0.019780794	0.10047554
NDE1	0.108408004	0.13953087	0.17510027	0.23588014	0.12809104	0.2057426	0.09847154	0.3739557
NDEL1	0.29090852	0.21108958	0.3084095	0.19996831	0.18153027	0.32370475	0.37608683	0.2564514
NDFIP1	0.49459898	0.8014381	0.5855576	0.5488761	0.32596707	0.7574124	0.28303915	0.8332853
NDFIP2	0.84776765	0.3067193	0.024877114	0.18947402	0.08316076	0.26119718	0.57563996	0.32239583
NDN	0.10976742	1.9210628	0.038121633	0.00720478	0.013179034	0.22089046	0.033609066	1.1602198
NDNF	0.012142823	0.30238137	0.0014574458	0.00071589794	0.0020819327	0.033373646	0.0009487666	0.016017085
NDNL2	0.085801914	0.3330418	0.16295703	0.48787898	0.29564807	0.31257978	0.16996431	0.2668602
NDOR1	0.067920215	0.056950785	0.042379387	0.02477721	0.029862303	0.053083852	0.015900625	0.02642118
NDP	0.0014208582	0.015926205	0.00470597	6.731378e-05	0.00076411746	0.0	0.0	0.10144154
NDRG1	0.84460294	0.45059595	0.19754753	0.1655926	0.08059387	1.3873466	0.08390166	0.6888337
NDRG2	0.68073165	0.9391476	0.35103875	0.048401408	0.030522037	0.5154945	0.21140033	2.1099093
NDRG3	0.17894146	0.2961583	0.1909172	0.19608378	0.09456853	0.22880736	0.07387955	0.30858558
NDRG4	0.0036718766	0.036511198	0.0034657528	0.0011070867	0.0012873858	0.19279753	0.0009487666	0.048051253
NDST1	0.13254213	0.36080337	0.124653235	0.0056141634	0.028376322	1.3842425	0.03688987	0.33125448
NDST2	0.045397043	0.022728462	0.08990548	0.031210206	0.045966398	0.030665219	0.18949226	0.0158946
NDST3	0.0020813127	0.0	0.00074327335	0.00022014794	0.00057583785	0.020693222	0.0	0.0
NDST4	0.0	0.001921845	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA1	1.5950558	0.7070943	0.7867076	0.57664454	0.6361864	0.866884	0.49092424	0.7603912
NDUFA10	0.9005253	0.45977935	0.35062635	0.26471955	0.22858226	0.52146935	0.2033059	0.38186306
NDUFA11	1.0693084	1.1143883	0.77459145	0.5449343	0.6466485	1.0134051	0.49159986	1.1030549
NDUFA12	0.9507104	0.6468179	0.65344656	0.42929322	0.3076461	1.2660829	0.36547196	0.66515595
NDUFA13	1.1150131	0.82212794	0.6232449	0.4378481	0.40035653	0.6788572	0.4343682	0.799704
NDUFA2	1.1587044	0.5861721	0.7905195	0.4145251	0.48271662	0.6839118	0.37625694	0.53216064
NDUFA3	1.0358903	0.46402127	0.68465525	0.48264998	0.49116135	0.58569944	0.30902177	0.42778838
NDUFA4	1.3089516	1.6631966	1.0926546	0.8999207	0.84636676	1.3157113	1.0384928	1.3808999
NDUFA4L2	0.017525999	1.028732	0.014646156	0.007685066	0.06758326	0.38065028	0.00641498	2.753355
NDUFA5	0.7792797	0.55431306	0.3073244	0.45172286	0.33868104	0.5390364	0.36608762	0.7025193
NDUFA6	1.1718049	0.6703836	0.48813197	0.39760607	0.3563891	0.6542919	0.3317064	0.6544571
NDUFA6-AS1	0.09706838	0.15023884	0.051621903	0.05174892	0.05887578	0.17207704	0.03578673	0.07492717
NDUFA7	0.5057064	0.19151743	0.16620326	0.12596714	0.14831147	0.2535151	0.08125903	0.18469512
NDUFA8	0.8397238	0.4952985	0.29188892	0.21192765	0.23773792	0.9485154	0.21308938	0.5251834
NDUFA9	0.8801519	0.41231418	0.2812798	0.24103275	0.21246219	0.45718175	0.17821819	0.42171174
NDUFAB1	1.1882234	0.61532027	0.48839408	0.32177332	0.41801614	0.71832526	0.28632668	0.65349346
NDUFAF1	0.26955378	0.30394495	0.16478363	0.14797938	0.1556837	0.24772751	0.15539786	0.23338059
NDUFAF2	0.5056807	0.53127795	0.2072615	0.20513324	0.19291842	0.43700597	0.12180582	0.3906891
NDUFAF3	0.5987915	0.7978918	0.48736283	0.38983342	0.5229864	0.8228353	0.4755689	0.9305056
NDUFAF4	0.45418087	0.6166061	0.18222728	0.1997051	0.22199592	0.37500978	0.14601831	0.6309808
NDUFAF5	0.24856474	0.20645693	0.09784174	0.088488474	0.07330827	0.17497453	0.045884546	0.13481839
NDUFAF6	0.27163973	0.1841082	0.116499886	0.109278284	0.24056119	0.29587567	0.10196003	0.22979943
NDUFAF7	0.14059585	0.22214632	0.11279225	0.1496684	0.09790295	0.2529805	0.11648513	0.19027205
NDUFB1	1.2414858	0.7122666	0.90429544	0.4798542	0.42631164	0.81698394	0.48300225	0.6310998
NDUFB10	1.3885701	0.7939677	0.61138415	0.44156414	0.53922784	0.897407	0.3989749	0.788398
NDUFB11	1.0867101	0.9000266	0.83691204	0.64669436	0.85334665	0.7981179	0.4912487	0.81274176
NDUFB2	1.3644853	0.8980949	0.88758576	0.610607	0.5119402	1.0498731	0.6727996	0.90406716
NDUFB2-AS1	0.031473175	0.02723372	0.018172203	0.028439121	0.022594657	0.03068997	0.0056926	0.016017085
NDUFB3	1.2372277	0.5092255	0.5338999	0.34815323	0.3556559	0.6961808	0.28615674	0.4814633
NDUFB4	1.2332801	0.85045993	0.63401115	0.48807684	0.58634734	1.0438142	0.44406122	0.8483557
NDUFB5	0.8507539	0.5951048	0.69012374	0.409578	0.39825234	0.685068	0.3439082	0.54179317
NDUFB6	0.96554446	0.66033006	0.3808449	0.31833088	0.32743222	0.7261138	0.3162464	0.70032734
NDUFB7	1.4067948	0.8596531	0.66678727	0.4313306	0.6067339	0.93441975	0.4191121	0.99817073
NDUFB8	1.1395009	0.7665802	0.599161	0.5353537	0.4475811	0.83328456	0.49388468	0.9190296
NDUFB9	1.2602959	0.75645816	0.49954516	0.48652247	0.41831368	0.88576233	0.3717687	0.8098584
NDUFC1	1.2202616	0.6744698	0.384795	0.25132906	0.28084862	0.9498043	0.28397346	0.7628159
NDUFC2	1.101062	1.0616834	0.6184348	0.36376736	0.5423857	1.1191559	0.47907317	1.0495162
NDUFC2-KCTD14	0.0035722787	0.0	0.0	0.00022014794	0.0	0.0	0.0	0.0
NDUFS1	0.5983232	0.3284766	0.1920718	0.1454507	0.11401862	0.34982923	0.15526333	0.30288282
NDUFS2	0.8317759	0.5334871	0.30101812	0.19383854	0.1627945	0.60319054	0.20225184	0.48508134
NDUFS3	1.0328726	0.4904151	0.35355145	0.23527193	0.2658401	0.56789196	0.21983689	0.49933553
NDUFS4	0.90778375	0.6990754	0.4425357	0.2867372	0.27228463	0.74084294	0.3311564	0.80614346
NDUFS5	1.3251828	1.0006651	0.75168586	0.78495103	0.51082385	1.0003924	0.6127454	0.9213458
NDUFS6	1.3324307	0.697189	0.6757014	0.39212418	0.50249267	0.85030264	0.32879567	0.716413
NDUFS7	1.1856425	0.60582685	0.6687791	0.42710096	0.42367935	0.7031279	0.38781422	0.66881514
NDUFS8	1.0440527	0.6221919	0.6935514	0.41659278	0.49627262	0.6622747	0.36310413	0.5296621
NDUFV1	0.9756954	0.48672763	0.3590588	0.2632391	0.3041968	0.4632181	0.21948954	0.49521276
NDUFV2	0.7590277	0.43998277	0.41573662	0.3727153	0.28950638	0.4424683	0.2345717	0.31964803
NDUFV3	0.7761685	0.42115808	0.48949873	0.16324216	0.293504	0.3926931	0.15645285	0.35041946
NEAT1	1.3894291	1.333692	1.6082948	0.7013054	1.0356181	1.7805403	1.0052834	0.8449021
NEB	0.01091306	0.015240075	0.0076619266	0.005773788	0.023628522	0.012344688	0.0055783964	0.0
NEBL	0.35774463	0.0038101159	0.009574643	0.0072207493	0.0060606347	0.24792424	0.0055783964	0.0
NEBL-AS1	0.02163954	0.0	0.0	0.0	0.00028241938	0.0	0.0	0.0
NECAB1	0.003998872	0.010594588	0.00074327335	0.0021832727	0.008260258	0.04006374	0.0055783964	0.010678057
NECAB3	0.2724933	0.20845881	0.096506044	0.059096884	0.10958855	0.050858606	0.030426681	0.1214622
NECAP1	0.19360502	0.20647004	0.15920563	0.2385743	0.20224318	0.2639077	0.16169378	0.19874741
NECAP2	0.21263361	0.31079906	0.45762274	0.3952398	0.19591844	0.6703634	0.16881925	0.27228463
NEDD1	0.12626146	0.15522072	0.09207736	0.16323312	0.077229805	0.206162	0.1461837	0.20876427
NEDD4	0.17463262	0.2006798	0.03263334	0.035136443	0.008203603	0.6054301	0.023490759	0.12597017
NEDD4L	0.8957119	0.064286165	0.089041725	0.03292895	0.056549445	0.17312339	0.03189955	0.056774724
NEDD8	0.90569615	1.0270126	0.8578336	0.69763625	0.5542757	1.2041793	0.6882921	1.0395415
NEDD9	0.50576925	0.1548245	0.21139681	0.2705208	0.17707816	1.2004354	0.18657908	0.1651356
NEFH	0.0059392015	0.0028471707	0.0523777	0.012601126	0.0058081266	0.028707346	0.0	0.0053390283
NEFL	0.0	0.0	0.0022298202	0.007942191	0.00019102936	0.0	0.0	0.0
NEFM	0.0	0.04526722	0.0051900605	0.011770226	0.0015282349	0.0080612535	0.0009487666	0.08008543
NEGR1	0.032472923	1.1667848	0.053672764	0.013973048	0.032151274	0.031614624	0.020377975	0.45671758
NEIL1	0.17054395	0.14116786	0.04961207	0.056648426	0.2593812	0.4513141	0.016575666	0.14858781
NEIL2	0.1189923	0.25661045	0.09596178	0.1233336	0.1030628	0.26391244	0.08677276	0.19108182
NEIL3	0.07590811	0.015902754	0.018648662	0.010054294	0.007455094	0.010522747	0.0009487666	0.0
